work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,exp_level,emp_type,salary_in_eur
2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M,Senior-level,Full-time,109513
2022,SE,FT,Data Engineer,155000,USD,155000,US,100,US,M,Senior-level,Full-time,150350
2022,MI,FT,Data Scientist,141300,USD,141300,US,0,US,M,Mid-level,Full-time,137061
2022,MI,FT,Data Scientist,102100,USD,102100,US,0,US,M,Mid-level,Full-time,99037
2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M,Senior-level,Full-time,112455
2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M,Senior-level,Full-time,79216
2022,MI,FT,Data Engineer,206699,USD,206699,US,0,US,M,Mid-level,Full-time,200498
2022,MI,FT,Data Engineer,99100,USD,99100,US,0,US,M,Mid-level,Full-time,96127
2022,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,Senior-level,Full-time,126100
2022,SE,FT,Data Engineer,115000,USD,115000,US,100,US,M,Senior-level,Full-time,111550
2022,SE,FT,Data Engineer,110500,USD,110500,US,100,US,M,Senior-level,Full-time,107185
2022,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,Senior-level,Full-time,126100
2022,SE,FT,Data Analyst,99050,USD,99050,US,100,US,M,Senior-level,Full-time,96078
2022,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,Senior-level,Full-time,155200
2022,SE,FT,Data Scientist,205300,USD,205300,US,0,US,L,Senior-level,Full-time,199141
2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,L,Senior-level,Full-time,136188
2022,SE,FT,Data Scientist,176000,USD,176000,US,100,US,M,Senior-level,Full-time,170720
2022,SE,FT,Data Scientist,144000,USD,144000,US,100,US,M,Senior-level,Full-time,139680
2022,SE,FT,Data Engineer,200100,USD,200100,US,100,US,M,Senior-level,Full-time,194097
2022,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,Senior-level,Full-time,155200
2022,SE,FT,Data Engineer,145000,USD,145000,US,100,US,M,Senior-level,Full-time,140650
2022,SE,FT,Data Engineer,70500,USD,70500,US,0,US,M,Senior-level,Full-time,68385
2022,SE,FT,Data Scientist,205300,USD,205300,US,0,US,M,Senior-level,Full-time,199141
2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,M,Senior-level,Full-time,136188
2022,SE,FT,Analytics Engineer,205300,USD,205300,US,0,US,M,Senior-level,Full-time,199141
2022,SE,FT,Analytics Engineer,184700,USD,184700,US,0,US,M,Senior-level,Full-time,179159
2022,SE,FT,Data Engineer,175100,USD,175100,US,100,US,M,Senior-level,Full-time,169847
2022,SE,FT,Data Engineer,140250,USD,140250,US,100,US,M,Senior-level,Full-time,136042
2022,SE,FT,Data Analyst,116150,USD,116150,US,100,US,M,Senior-level,Full-time,112665
2022,SE,FT,Data Engineer,54000,USD,54000,US,0,US,M,Senior-level,Full-time,52380
2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M,Senior-level,Full-time,164900
2022,SE,FT,Data Analyst,80000,USD,80000,US,100,US,M,Senior-level,Full-time,77600
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Senior-level,Full-time,135800
2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M,Senior-level,Full-time,203700
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Senior-level,Full-time,135800
2022,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M,Senior-level,Full-time,97000
2022,SE,FT,Data Analyst,69000,USD,69000,US,100,US,M,Senior-level,Full-time,66930
2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M,Senior-level,Full-time,203700
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Senior-level,Full-time,135800
2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M,Senior-level,Full-time,203700
2022,SE,FT,Data Analyst,150075,USD,150075,US,100,US,M,Senior-level,Full-time,145572
2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M,Senior-level,Full-time,97000
2022,SE,FT,Data Engineer,25000,USD,25000,US,100,US,M,Senior-level,Full-time,24250
2022,SE,FT,Data Analyst,126500,USD,126500,US,100,US,M,Senior-level,Full-time,122705
2022,SE,FT,Data Analyst,106260,USD,106260,US,100,US,M,Senior-level,Full-time,103072
2022,SE,FT,Data Engineer,220110,USD,220110,US,100,US,M,Senior-level,Full-time,213506
2022,SE,FT,Data Engineer,160080,USD,160080,US,100,US,M,Senior-level,Full-time,155277
2022,SE,FT,Data Analyst,105000,USD,105000,US,100,US,M,Senior-level,Full-time,101850
2022,SE,FT,Data Analyst,110925,USD,110925,US,100,US,M,Senior-level,Full-time,107597
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Senior-level,Full-time,135800
2022,SE,FT,Data Analyst,99000,USD,99000,US,0,US,M,Senior-level,Full-time,96030
2022,SE,FT,Data Analyst,60000,USD,60000,US,100,US,M,Senior-level,Full-time,58200
2022,SE,FT,Data Architect,192564,USD,192564,US,100,US,M,Senior-level,Full-time,186787
2022,SE,FT,Data Architect,144854,USD,144854,US,100,US,M,Senior-level,Full-time,140508
2022,SE,FT,Data Scientist,230000,USD,230000,US,100,US,M,Senior-level,Full-time,223100
2022,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M,Senior-level,Full-time,145500
2022,SE,FT,Data Analytics Manager,150260,USD,150260,US,100,US,M,Senior-level,Full-time,145752
2022,SE,FT,Data Analytics Manager,109280,USD,109280,US,100,US,M,Senior-level,Full-time,106001
2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M,Senior-level,Full-time,203700
2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M,Senior-level,Full-time,164900
2022,MI,FT,Data Scientist,160000,USD,160000,US,100,US,M,Mid-level,Full-time,155200
2022,MI,FT,Data Scientist,130000,USD,130000,US,100,US,M,Mid-level,Full-time,126100
2022,SE,FT,Data Engineer,154000,USD,154000,US,100,US,M,Senior-level,Full-time,149380
2022,SE,FT,Data Engineer,126000,USD,126000,US,100,US,M,Senior-level,Full-time,122220
2022,SE,FT,Data Analyst,129000,USD,129000,US,0,US,M,Senior-level,Full-time,125130
2022,SE,FT,Data Analyst,150000,USD,150000,US,100,US,M,Senior-level,Full-time,145500
2022,MI,FT,AI Scientist,200000,USD,200000,IN,100,US,L,Mid-level,Full-time,194000
